DATE RESTITUTION or SETTLEMENT,Title,Image,Artist,Datierung,Material,Height,Provenance,Verlustgeschichte,Status,Published Since,Contact,Person,Permalink To This Page,Literature
2020,1st sketchbook,,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1866-1873,pencil: paper / drawn,,"Max Liebermann, Martha Liebermann Berlin, lost after 1935, probably on the confiscation list;private collection, Stiftung Preußischer Kulturbesitz Kupferstichkabinett (permanent loan from private collection);2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;Max Liebermann, Das erste Skizzenbuch, Berlin 2000;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417891,"Max Liebermann, Das erste Skizzenbuch, Berlin 2000;Read more"
2022,"Head of one of the ""St.Adrianschützen"" from the year 1627",LA415423_45406.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1876,Oil: canvas / painted,41.00 cm,"Max Liebermann, Martha Liebermann (from 1935), [...], Elise Wiener née Hess, Berlin/ Haifa, Heirs Wiener, Israel, 6-8 June 2002 Grisebach, Berlin, lot 133 (not sold), Max-Liebermann-Gesellschaft, Berlin;2022 amicable agreement;Read more;Read less","Berlin, 1935 (nach)","amicable settlement;Literature / Source;M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1876/7 (dort unbezeichnet);Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417895,"M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1876/7 (dort unbezeichnet);Read more"
2023,Käthe Liebermann reading,,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1897/1898 (um),Pencil,12.20 cm,"Max Liebermann, Martha Liebermann (from 1935), [...], private property;2023 amicable settlement;Read more;Read less","Berlin, 1935 (nach)",amicable settlement,21.09.2022,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/601812,
2022,"Study with shepherd, sheep and dogs",,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1880 (um),Paper (Wove paper) / drawn,16.90 cm,"Max Liebermann until 1935, Martha Liebermann, [...], private collection;october 2022 amicable settlement;Read more;Read less",,amicable settlement,07.10.2022,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/602210,
2020,Forest edge with farmstead,LA415417_45400.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1896 (um),"black charcoal, white hight: paper / drawn",36.30 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, W. Gurlitt 1947, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;Liebermann, Zeichnen heißt weglassen, 2004/2005, Nr. 41;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417886,"Liebermann, Zeichnen heißt weglassen, 2004/2005, Nr. 41;Read more"
2021,Martha Liebermann in an armchair (Portait of a lady),LA415193_45216.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1930,Oil: canvas / painted,115.50 cm,"Max Liebermann (1847-1935), from 1935 Martha Liebermann (1857-1943), Berlin - After Martha Liebermann's suicide in 1943, confiscated by the Berlin-Brandenburg Chief Finance Office - Consigned from unknown private ownership to the auction on 24-27 May 1955 in the Stuttgart Art Cabinet of Roman Norbert Ketterer (No. 1610, no hammer price - Kunsthandlung Neumeister & Gräf, Munich - Purchased in 1955 by Dr. Georg Schäfer - Since 1997 Collection-Dr.-Georg-Schäfer-Foundation - 2021 amicable settlement of the Dr. Georg Schäfer Foundation Collection with the Liebermann estate.;Read more;Read less","Berlin / Beschlagnahme, 1943","amicable settlement;Literature / Source;M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1930/2;Read more;Read less",2008,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/405737,"M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1930/2;Read more"
2020,"Study for ""Bathing Boys""",,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1919 (ca.),chalk: grey paper / drawn,36.50 cm,"Martha Liebermann, Berlin, loss after 1935, [...], Kunstkreis Berlin GbR;2020 amicable settlement, auction at Karl & Faber, Munich, on 16.7.2020, lot. 533: http://www.karlundfaber.de/de/auktionen/296/moderne-kunst/2960533/;Read more;Read less",,amicable settlement,06.12.2019,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/584892,
2020,Street in Zandvoort,LA415414_45397.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1884 (um),pencil: paper / drawn,24.40 cm,"Max Liebermann, Martha Liebermann Berlin, loss after 1935, Kohl-Weigand Collection, 1982 Saarland Museum;2020 amicable settlement with the heirs;Read more;Read less",,"amicable settlement;Literature / Source;Max Liebermann in seiner Zeit, 1979/80, Nr. 218;Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417883,"Max Liebermann in seiner Zeit, 1979/80, Nr. 218;Read more"
,Die Frau des Künstlers (Martha Liebermann) beim Lesen,LA415408_45391.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1885,black charcoal / drawn,23.60 cm,"Max Liebermann, Martha Liebermann Berlin, Verlust nach 1935;Friedrich Winkler (Berlin), Arnoldi-Livie (München);Read more;Read less",,restituted,2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417876,
2011,The return of the young Tobias,LA421369_50023.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1934,Oil: canvas / painted,39.00 cm,"Max Liebermann, Martha Liebermann, Berlin, Verlust nach 1936, 2011 Restitution;Read more;Read less","Berlin, 1935 (nach)","restituted;Literature / Source;M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1934/4 (Provenienz bei Nr. 1934/5 falsch - war 1936 nicht im Eigentum von Martha Liebermann);Read more;Read less",2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417910,"M. Eberle, Werkverzeichnis Max Liebermann, Nr. 1934/4 (Provenienz bei Nr. 1934/5 falsch - war 1936 nicht im Eigentum von Martha Liebermann);Read more"
2015,Kücheninterieur,LA423326_51633.jpg,"Leibl, Wilhelm Maria Hubertus;Birth 1844.10.23, Köln;Death 1900.12.04, Würzburg;Place of activity München, Paris, Graßlfing (Ober-Bayern), Unterschondorf, Berbling, Aibling, Kutterling",1888,Oil: Wood / painted,27.00 cm,"Max Liebermann, Martha Liebermann Berlin, 1937 und 1938 im Kunsthandel, 1938 Galerie des 19. Jahrhunderts, Wien, 2015 Restitution;Read more;Read less","Berlin, 1935 (nach)",restituted,13.11.2012,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/460646,
2020,Situation sketch of the flute concerto,LA27062_44105.jpg,"Menzel, Adolph;Birth 1815.12.08, Breslau;Death 1905.02.09, Berlin;Place of activity Berlin",1852,Pen: Paper / drawn,42.00 cm,"Max Liebermann (since 1927 at the latest), Martha Liebermann, Berlin (from 1935, loss in Berlin after 1938), [...], Wolfgang Gurlitt, Berlin/Munich (1948), [...], Schweizer Privatbesitz/Conrad Reinemer, Berlin/Munich (1962), since 1962 National Gallery Berlin, Kupferstichkabinett Inv. No. 18/62;2020 restitution to the heirs;Read more;Read less","Berlin, 1938 (nach)","restituted;Literature / Source;Neue Galerie der Stadt Linz, Wolfgang Gurlitt, Katalog von Werken der Malerei und Zeichenkunst des XIX. und XX. Jahrhunderts, o. D. (1948), Nr. 164, Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 186, Nr. 134;Read more;Read less",2009,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/414615,"Neue Galerie der Stadt Linz, Wolfgang Gurlitt, Katalog von Werken der Malerei und Zeichenkunst des XIX. und XX. Jahrhunderts, o. D. (1948), Nr. 164, Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 186, Nr. 134;Read more"
2020,View Königshütte / mining in Königshütte,LA27063_44106.jpg,"Menzel, Adolph;Birth 1815.12.08, Breslau;Death 1905.02.09, Berlin;Place of activity Berlin",1872,Graphite: Paper / drawn,22.00 cm,"Max Liebermann (since 1905 at the latest), Martha Liebermann, Berlin (from 1935, loss in Berlin after 1938), [...], Asta von Friedrichs (1954), since 1954 National Gallery Berlin, Kupferstichkabinett Inv. No. NG 9/57;2020 restitution to the heirs;Read more;Read less","Berlin, 1938 (nach)","restituted;Literature / Source;Katalog Adolph von Menzel - aus Anlass seines 50. Todestages, Ehemals Staatliche Museen Berlin - National-Galerie, Berlin, Ausstellung von Mai bis Juni 1955, Nr. 188 (mit Abb.), Adolph Menzel, Zeichnungen, Druckgraphik und illustrierte Bücher, Bestandskatalog der Nationalgalerie, des Kupferstichkabinetts und der Kunstbibliothek der Staatlichen Museen Preußischer Kulturbesitz, Berlin 1984 (mit fehlerhaftem Erwerbsdatum), Nr. 75, Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 191, Nr. 142;Read more;Read less",2009,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/414616,"Katalog Adolph von Menzel - aus Anlass seines 50. Todestages, Ehemals Staatliche Museen Berlin - National-Galerie, Berlin, Ausstellung von Mai bis Juni 1955, Nr. 188 (mit Abb.), Adolph Menzel, Zeichnungen, Druckgraphik und illustrierte Bücher, Bestandskatalog der Nationalgalerie, des Kupferstichkabinetts und der Kunstbibliothek der Staatlichen Museen Preußischer Kulturbesitz, Berlin 1984 (mit fehlerhaftem Erwerbsdatum), Nr. 75, Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 191, Nr. 142;Read more"
2023,Sketchbook with drawings of garden restaurants at Wannsee,,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1930-1933,"chalk, pencil: paper / drawn",11.00 cm,"Max Liebermann, Martha Liebermann, Berlin, lost after 1935, probably on the confiscation list, since 1970 private collection Northern Germany, 15.08.1988 Gallery Pels-Leusden, Berlin, 15.08.1988-2004 Collection Hans-Georg Karg, Bad Homburg and Gut Sossau in Gräbenstatt, 22.09.2005 Auction Karg Collection at Hampel, Munich, lot 52, since 22.09.2005 Academy of Arts, Berlin;2023 restitution to the heirs;Read more;Read less",,restituted,2010,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/417890,
2020,"Martha Liebermann with granddaughter Maria, including two studies of the child",LA456192_71651.jpg,"Liebermann, Max;Birth 1847.07.20, Berlin;Death 1935.02.08, Berlin;Place of activity Berlin",1920 (um),pencil: yellowish paper / drawn,16.60 cm,"Max Liebermann, Berlin, Martha Liebermann, Berlin (from 1935), [...], Alfons Schelenz, Berlin, Staatliche Museen zu Berlin, Kupferstichkabinett (from 1963 - Inv. No. SZ 108/G.99);2020 restitution to the heirs;Read more;Read less","Berlin, 1935 (nach)","restituted;Literature / Source;Martha Liebermann (1857-1943). Lebensbilder, hrsg. v. Martin Faass, bearb. v. Petra Wandrey, Berlin 2007, Nr. 41 (mit Abb.);Read more;Read less",23.03.2020,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/586708,"Martha Liebermann (1857-1943). Lebensbilder, hrsg. v. Martin Faass, bearb. v. Petra Wandrey, Berlin 2007, Nr. 41 (mit Abb.);Read more"
2022,Bust Max Liebermann,LA436734_52454.jpg,"Moeller, Edmund Title Bust Max Liebermann Datierung 1917 Object type Sculpture Group of reported objects Sculpture Material / Technique Plaster;Height 45.50 cm;Width 28.00 cm;Depth 30.00 cm;Description;inscribed right Side recessed: ""ZUM 70. GEBURTSTAG IN VEREHRUNG ED. MOELLER 1917"";Read more;Read less;Provenance;since 1917 Max Liebermann, 1935-1943 Martha Liebermann, [...], 1946 private offer to the Magistrate of Greater Berlin (Office for Repatriation Berlin-Mitte), 1950 transfer by the Magistrate to the Märkisches Museum, Berlin / today Stadtmuseum Berlin;2022 Restitution to the Liebermann estate and acquisition by the Stadtmuseum;Read more;Read less;Verlustgeschichte Berlin, 1935 (nach);Status;restituted;Literature / Source;Ausstellungskatalog Max Liebermann, Berlin Juli-August 1947, Nr. 125;Read more;Read less;Published since 25.07.2013",1917,Plaster,45.50 cm,"since 1917 Max Liebermann, 1935-1943 Martha Liebermann, [...], 1946 private offer to the Magistrate of Greater Berlin (Office for Repatriation Berlin-Mitte), 1950 transfer by the Magistrate to the Märkisches Museum, Berlin / today Stadtmuseum Berlin;2022 Restitution to the Liebermann estate and acquisition by the Stadtmuseum;Read more;Read less","Berlin, 1935 (nach)","restituted;Literature / Source;Ausstellungskatalog Max Liebermann, Berlin Juli-August 1947, Nr. 125;Read more;Read less",25.07.2013,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/475821,"Ausstellungskatalog Max Liebermann, Berlin Juli-August 1947, Nr. 125;Read more"
2023,Lady in Concert / Study of Two Women's Heads,LA440318_56038.jpg,"Menzel, Adolph;Birth 1815.12.08, Breslau;Death 1905.02.09, Berlin;Place of activity Berlin",1840 (um),drawn,14.50 cm,"Estate of Adolph Menzel, Emilie Krigar-Menzel, Max Liebermann (from 1929), Martha Liebermann (from 1935), Fritz Nathan, St. Gallen (from 1936), Galerie Fischer, Lucerne, 20-24.05.1941, lot 961 (sold for 600 CHF), Private collection, Switzerland, Galerie Fischer, Lucerne, 25. 05.1944, lot 657, Private collection, Lucerne, [...], Krupp family, Harald Krupp von Bohlen und Halbach, Christie's, London, 09.10.1997, lot 49, Collection Jan Krugier and Marie-Anne Krugier-Poniatowski (Inv. No. JK 5445), Estate Jan Krugier;2023 restituted to the heirs of Max and Martha Liebermann;Read more;Read less","Berlin, 1936","restituted;Literature / Source;A. Dückers: Linie, Licht und Schatten. Meisterzeichnungen und Skulpturen der Sammlung Jan und Marie-Anne Krugier-Poniatowski, Berlin 1999, Gesamtverzeichnis der Zeichnungen, S. 411 (mit Abbildung), P. Rylands, The Timelss Eye. Master Drawings from the Jan and Marie-Anne Krugier-Poniatowski Collection, Berlin 1999, S. 410 (mit Abbildung), Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 198, Nr. 155;Read more;Read less",25.07.2013,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/475957,"A. Dückers: Linie, Licht und Schatten. Meisterzeichnungen und Skulpturen der Sammlung Jan und Marie-Anne Krugier-Poniatowski, Berlin 1999, Gesamtverzeichnis der Zeichnungen, S. 411 (mit Abbildung), P. Rylands, The Timelss Eye. Master Drawings from the Jan and Marie-Anne Krugier-Poniatowski Collection, Berlin 1999, S. 410 (mit Abbildung), Monika Tatzkow, Verzeichnis der Sammlung Liebermann, in: Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 198, Nr. 155;Read more"
2023,"Sitting old man with high fur cap, reading a book",,"Rijn, Rembrandt Harmensz. van (School);Birth 1606.07.15, Leiden;Death 1669.10.04, Amsterdam;Place of activity Leiden, Amsterdam",1652 (um),Bistre / drawn (Ink),8.80 cm,"Max Liebermann (from 1930 at the latest), Martha Liebermann (from 1935), Käthe Riezler (until 1938) - a confiscation in the course of National Socialist persecution cannot be ruled out, [...], private collection;2023 restitution;Read more;Read less",,"restituted;Literature / Source;Staatliche Museen zu Berlin, Akademie der Künste: Rembrandt-Ausstellung, veranstaltet von den Staatlichen Museen in Berlin in Gemeinschaft mit der Preußischen Akademie der Künste zur Vorfeier des hundertjährigen Bestehens der Staatlichen Preußischen Museen: vom 22. Februar bis 6. April 1930, Nr. 363, Otto Benesch: The Drawings of Rembrandt. First complete edition in six volumes, London 1954-1957, Bd, V, Nr. 1079, Abb. 1299, Karl-Heinz Janda und Annegret Janda: Max Liebermann als Kunstsammler. Die Entstehung seiner Sammlung und ihre zeitgenössische Wirkung, in: Forschungen und Berichte, Staatliche Museen zu Berlin. Kunsthistorische und volkskundliche Beiträge 15, 1973, S. 105 ff., Nr. 117 (dort als Arbeit von Rembrandt Harmensz van Rijn), Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 214, Nr. 186;Read more;Read less",17.11.2022,Dr. Monika Tatzkow Wissenschaftlicher Dokumentationsdienst Phone +49 (0) 30 64 128 13 tatzkow@t-online.de,"Liebermann, Martha und Max",https://www.lostart.de/en/Verlust/606290,"Staatliche Museen zu Berlin, Akademie der Künste: Rembrandt-Ausstellung, veranstaltet von den Staatlichen Museen in Berlin in Gemeinschaft mit der Preußischen Akademie der Künste zur Vorfeier des hundertjährigen Bestehens der Staatlichen Preußischen Museen: vom 22. Februar bis 6. April 1930, Nr. 363, Otto Benesch: The Drawings of Rembrandt. First complete edition in six volumes, London 1954-1957, Bd, V, Nr. 1079, Abb. 1299, Karl-Heinz Janda und Annegret Janda: Max Liebermann als Kunstsammler. Die Entstehung seiner Sammlung und ihre zeitgenössische Wirkung, in: Forschungen und Berichte, Staatliche Museen zu Berlin. Kunsthistorische und volkskundliche Beiträge 15, 1973, S. 105 ff., Nr. 117 (dort als Arbeit von Rembrandt Harmensz van Rijn), Verlorene Schätze. Die Kunstsammlung von Max Liebermann, Berlin 2013, S. 214, Nr. 186;Read more"
